Truth,Time,Substream_ID,Value0,Value1,Value2,Value3,Critical
B,2705,0,Male,36,212,brown,False
A,2706,0,Male,23,176,brown,False
B,2707,0,Male,40,216,blonde,False
A,2708,0,Male,16,176,blonde,False
B,2709,0,Male,45,207,brown,False
A,2710,0,Male,20,178,brown,False
B,2711,0,Male,36,209,blonde,False
C,2712,0,Male,32,158,blonde,False
D,2713,0,Male,80,171,brown,True
B,2714,0,Male,39,201,brown,False
A,2715,0,Male,16,165,blonde,False
B,2716,0,Male,42,207,blonde,False
A,2717,0,Male,24,172,blonde,False
C,2718,0,Male,38,164,brown,False
D,2719,0,Male,69,171,brown,True
B,2720,0,Male,41,218,brown,False
A,2721,0,Male,20,173,blonde,False
B,2722,0,Male,42,208,blonde,False
A,2723,0,Male,24,178,blonde,False
B,2724,0,Male,35,201,blonde,False
A,2725,0,Male,20,176,blonde,False
B,2726,0,Male,36,207,blonde,False
A,2727,0,Male,24,167,brown,False
B,2728,0,Male,36,217,blonde,False
C,2729,0,Male,32,160,brown,False
D,2730,0,Male,78,179,brown,True
B,2731,0,Male,38,208,brown,False
A,2732,0,Male,24,174,brown,False
B,2733,0,Male,41,209,blonde,False
C,2734,0,Male,43,155,brown,False
D,2735,0,Male,68,177,brown,True
B,2736,0,Male,41,215,brown,False
A,2737,0,Male,21,169,blonde,False
B,2738,0,Male,32,212,blonde,False
C,2739,0,Male,45,156,blonde,False
D,2740,0,Male,71,174,brown,True
D,2741,0,Male,79,173,blonde,True
B,2742,0,Male,36,201,blonde,False
A,2743,0,Male,19,176,brown,False
B,2744,0,Male,45,218,blonde,False
C,2745,0,Male,39,156,brown,False
D,2746,0,Male,73,171,brown,True
B,2747,0,Male,38,201,brown,False
A,2748,0,Male,16,177,blonde,False
B,2749,0,Male,39,206,brown,False
C,2750,0,Male,32,157,brown,False
D,2751,0,Male,79,178,blonde,True
B,2752,0,Male,34,204,blonde,False
A,2753,0,Male,23,167,blonde,False
B,2754,0,Male,33,217,blonde,False
C,2755,0,Male,32,163,brown,False
D,2756,0,Male,67,176,blonde,True
B,2757,0,Male,35,215,blonde,False
C,2758,0,Male,41,158,brown,False
D,2759,0,Male,74,165,blonde,True
B,2760,0,Male,39,220,blonde,False
C,2761,0,Male,44,158,brown,False
D,2762,0,Male,66,166,brown,True
D,2763,0,Male,75,177,blonde,True
D,2764,0,Male,66,165,blonde,True
B,2765,0,Male,40,202,blonde,False
A,2766,0,Male,23,172,blonde,False
B,2767,0,Male,35,214,blonde,False
C,2768,0,Male,34,155,blonde,False
D,2769,0,Male,79,172,brown,True
D,2770,0,Male,68,175,brown,True
D,2771,0,Male,79,172,blonde,True
B,2772,0,Male,33,208,brown,False
A,2773,0,Male,23,177,blonde,False
B,2774,0,Male,36,209,brown,False
A,2775,0,Male,16,171,blonde,False
B,2776,0,Male,35,214,blonde,False
A,2777,0,Male,17,177,brown,False
B,2778,0,Male,33,215,blonde,False
A,2779,0,Male,21,179,brown,False
B,2780,0,Male,32,208,brown,False
C,2781,0,Male,35,157,brown,False
D,2782,0,Male,73,167,blonde,True
D,2783,0,Male,78,177,blonde,True
D,2784,0,Male,76,173,brown,True
D,2785,0,Male,78,179,brown,True
B,2786,0,Male,38,213,brown,False
A,2787,0,Male,20,168,blonde,False
B,2788,0,Male,44,217,brown,False
A,2789,0,Male,16,175,blonde,False
B,2790,0,Male,38,216,brown,False
A,2791,0,Male,16,175,blonde,False
C,2792,0,Male,32,155,blonde,False
A,2793,0,Male,21,171,blonde,False
B,2794,0,Male,35,201,blonde,False
A,2795,0,Male,25,170,brown,False
C,2796,0,Male,40,163,brown,False
D,2797,0,Male,78,168,brown,True
B,2798,0,Male,43,204,brown,False
A,2799,0,Male,25,165,brown,False
B,2800,0,Male,34,218,brown,False
C,2801,0,Male,37,155,blonde,False
D,2802,0,Male,73,171,blonde,True
B,2803,0,Male,43,212,brown,False
A,2804,0,Male,25,180,blonde,False
B,2805,0,Male,35,211,brown,False
A,2806,0,Male,25,176,brown,False
B,2807,0,Male,40,209,brown,False
C,2808,0,Male,36,159,brown,False
D,2809,0,Male,68,166,blonde,True
B,2810,0,Male,44,208,brown,False
C,2811,0,Male,40,161,blonde,False
D,2812,0,Male,66,177,blonde,True
B,2813,0,Male,42,210,brown,False
A,2814,0,Male,19,176,brown,False
B,2815,0,Male,42,218,blonde,False
C,2816,0,Male,43,155,blonde,False
D,2817,0,Male,79,178,brown,True
B,2818,0,Male,43,208,brown,False
C,2819,0,Male,41,156,blonde,False
D,2820,0,Male,73,167,blonde,True
B,2821,0,Male,35,217,brown,False
A,2822,0,Male,19,170,brown,False
B,2823,0,Male,44,213,blonde,False
A,2824,0,Male,21,166,blonde,False
B,2825,0,Male,34,203,blonde,False
C,2826,0,Male,45,161,brown,False
D,2827,0,Male,77,170,brown,True
D,2828,0,Male,80,165,blonde,True
D,2829,0,Male,74,175,blonde,True
D,2830,0,Male,70,177,brown,True
D,2831,0,Male,73,168,brown,True
D,2832,0,Male,76,167,brown,True
B,2833,0,Male,37,206,brown,False
A,2834,0,Male,21,167,blonde,False
B,2835,0,Male,42,215,blonde,False
C,2836,0,Male,35,156,brown,False
D,2837,0,Male,68,173,brown,True
B,2838,0,Male,32,208,blonde,False
A,2839,0,Male,25,177,blonde,False
B,2840,0,Male,40,211,blonde,False
C,2841,0,Male,34,162,blonde,False
D,2842,0,Male,77,168,blonde,True
B,2843,0,Male,40,203,brown,False
C,2844,0,Male,35,157,brown,False
D,2845,0,Male,70,165,brown,True
B,2846,0,Male,38,213,blonde,False
C,2847,0,Male,35,163,blonde,False
D,2848,0,Male,80,170,blonde,True
B,2849,0,Male,39,214,blonde,False
C,2850,0,Male,38,156,brown,False
D,2851,0,Male,71,177,blonde,True
B,2852,0,Male,33,203,blonde,False
A,2853,0,Male,22,171,brown,False
C,2854,0,Male,32,156,brown,False
D,2855,0,Male,72,165,brown,True
D,2856,0,Male,66,169,blonde,True
B,2857,0,Male,34,202,brown,False
A,2858,0,Male,21,171,blonde,False
B,2859,0,Male,43,208,blonde,False
A,2860,0,Male,22,175,brown,False
B,2861,0,Male,42,210,blonde,False
A,2862,0,Male,19,171,brown,False
C,2863,0,Male,38,157,blonde,False
A,2864,0,Male,19,172,brown,False
B,2865,0,Male,43,213,brown,False
A,2866,0,Male,22,166,blonde,False
B,2867,0,Male,38,212,brown,False
C,2868,0,Male,44,155,brown,False
D,2869,0,Male,68,165,blonde,True
B,2870,0,Male,41,200,brown,False
C,2871,0,Male,32,155,brown,False
A,2872,0,Male,24,169,brown,False
B,2873,0,Male,33,202,blonde,False
C,2874,0,Male,38,158,blonde,False
D,2875,0,Male,72,165,blonde,True
B,2876,0,Male,33,206,blonde,False
A,2877,0,Male,23,176,brown,False
B,2878,0,Male,43,211,blonde,False
C,2879,0,Male,38,161,brown,False
D,2880,0,Male,80,178,brown,True
B,2881,0,Male,45,204,blonde,False
A,2882,0,Male,19,171,brown,False
B,2883,0,Male,38,204,brown,False
A,2884,0,Male,20,166,brown,False
B,2885,0,Male,44,210,blonde,False
A,2886,0,Male,16,178,brown,False
C,2887,0,Male,34,156,blonde,False
A,2888,0,Male,21,177,brown,False
B,2889,0,Male,37,205,blonde,False
C,2890,0,Male,44,164,blonde,False
D,2891,0,Male,77,168,brown,True
D,2892,0,Male,72,174,blonde,True
B,2893,0,Male,44,205,brown,False
C,2894,0,Male,37,160,brown,False
D,2895,0,Male,78,179,blonde,True
B,2896,0,Male,37,202,blonde,False
A,2897,0,Male,21,176,blonde,False
B,2898,0,Male,44,201,brown,False
C,2899,0,Male,40,156,brown,False
D,2900,0,Male,73,165,blonde,True
D,2901,0,Male,73,169,brown,True
B,2902,0,Male,36,209,blonde,False
C,2903,0,Male,40,156,blonde,False
D,2904,0,Male,68,167,blonde,True
B,2905,0,Male,41,201,blonde,False
C,2906,0,Male,40,160,blonde,False
D,2907,0,Male,67,169,blonde,True
B,2908,0,Male,45,211,blonde,False
A,2909,0,Male,20,180,brown,False
B,2910,0,Male,35,217,blonde,False
A,2911,0,Male,20,171,brown,False
B,2912,0,Male,35,212,brown,False
A,2913,0,Male,21,173,blonde,False
B,2914,0,Male,41,204,brown,False
A,2915,0,Male,19,174,brown,False
B,2916,0,Male,34,207,brown,False
C,2917,0,Male,34,163,blonde,False
D,2918,0,Male,68,180,brown,True
B,2919,0,Male,45,219,blonde,False
C,2920,0,Male,44,158,brown,False
D,2921,0,Male,70,166,brown,True
B,2922,0,Male,32,200,blonde,False
A,2923,0,Male,20,173,brown,False
C,2924,0,Male,38,161,blonde,False
D,2925,0,Male,68,178,brown,True
B,2926,0,Male,37,209,brown,False
C,2927,0,Male,33,162,brown,False
D,2928,0,Male,68,178,blonde,True
D,2929,0,Male,74,179,brown,True
B,2930,0,Male,34,212,blonde,False
A,2931,0,Male,25,178,blonde,False
B,2932,0,Male,34,205,blonde,False
C,2933,0,Male,35,158,brown,False
D,2934,0,Male,74,174,brown,True
D,2935,0,Male,80,166,brown,True
B,2936,0,Male,36,209,brown,False
C,2937,0,Male,43,163,brown,False
D,2938,0,Male,65,174,brown,True
D,2939,0,Male,65,171,blonde,True
D,2940,0,Male,72,174,blonde,True
B,2941,0,Male,32,213,blonde,False
A,2942,0,Male,25,172,blonde,False
B,2943,0,Male,36,203,brown,False
A,2944,0,Male,22,168,brown,False
C,2945,0,Male,33,155,brown,False
D,2946,0,Male,70,176,brown,True
B,2947,0,Male,35,206,brown,False
C,2948,0,Male,37,158,blonde,False
D,2949,0,Male,69,180,blonde,True
B,2950,0,Male,39,205,blonde,False
C,2951,0,Male,37,159,blonde,False
D,2952,0,Male,69,173,blonde,True
B,2953,0,Male,42,214,blonde,False
A,2954,0,Male,22,172,brown,False
B,2955,0,Male,42,217,blonde,False
A,2956,0,Male,21,168,brown,False
B,2957,0,Male,36,218,blonde,False
C,2958,0,Male,42,162,brown,False
D,2959,0,Male,71,167,blonde,True
B,2960,0,Male,33,200,brown,False
A,2961,0,Male,17,175,brown,False
B,2962,0,Male,33,205,brown,False
A,2963,0,Male,20,168,blonde,False
B,2964,0,Male,37,213,blonde,False
A,2965,0,Male,18,166,brown,False
B,2966,0,Male,36,206,blonde,False
A,2967,0,Male,20,179,blonde,False
B,2968,0,Male,40,208,blonde,False
A,2969,0,Male,25,165,blonde,False
B,2970,0,Male,34,218,brown,False
C,2971,0,Male,32,157,brown,False
D,2972,0,Male,77,179,brown,True
B,2973,0,Male,44,210,brown,False
A,2974,0,Male,23,167,brown,False
B,2975,0,Male,33,213,blonde,False
A,2976,0,Male,17,167,brown,False
B,2977,0,Male,45,202,brown,False
C,2978,0,Male,43,161,brown,False
D,2979,0,Male,71,175,brown,True
B,2980,0,Male,32,210,blonde,False
A,2981,0,Male,20,174,blonde,False
B,2982,0,Male,34,201,blonde,False
C,2983,0,Male,40,159,brown,False
D,2984,0,Male,77,173,brown,True
B,2985,0,Male,43,207,blonde,False
A,2986,0,Male,21,180,brown,False
C,2987,0,Male,34,155,brown,False
D,2988,0,Male,69,173,blonde,True
D,2989,0,Male,77,168,brown,True
B,2990,0,Male,45,214,brown,False
A,2991,0,Male,22,178,blonde,False
B,2992,0,Male,45,200,blonde,False
A,2993,0,Male,20,165,blonde,False
B,2994,0,Male,41,220,blonde,False
A,2995,0,Male,18,177,blonde,False
B,2996,0,Male,35,213,blonde,False
A,2997,0,Male,18,165,blonde,False
C,2998,0,Male,41,157,brown,False
D,2999,0,Male,73,173,brown,True
B,3000,0,Male,35,202,blonde,False
A,3001,0,Male,16,174,blonde,False
B,3002,0,Male,40,216,blonde,False
C,3003,0,Male,42,160,blonde,False
A,3004,0,Male,24,175,blonde,False
B,3005,0,Male,41,217,blonde,False
A,3006,0,Male,23,180,brown,False
B,3007,0,Male,40,218,brown,False
A,3008,0,Male,25,179,blonde,False
B,3009,0,Male,44,218,blonde,False
C,3010,0,Male,40,163,blonde,False
D,3011,0,Male,66,166,brown,True
D,3012,0,Male,78,180,blonde,True
B,3013,0,Male,32,210,blonde,False
A,3014,0,Male,22,171,brown,False
B,3015,0,Male,41,202,blonde,False
C,3016,0,Male,36,164,brown,False
D,3017,0,Male,69,174,blonde,True
B,3018,0,Male,43,200,blonde,False
A,3019,0,Male,22,172,brown,False
B,3020,0,Male,42,201,blonde,False
C,3021,0,Male,38,162,brown,False
D,3022,0,Male,68,177,brown,True
B,3023,0,Male,32,208,blonde,False
A,3024,0,Male,18,177,blonde,False
C,3025,0,Male,37,158,blonde,False
D,3026,0,Male,76,177,brown,True
B,3027,0,Male,32,207,blonde,False
A,3028,0,Male,21,170,brown,False
B,3029,0,Male,45,217,blonde,False
C,3030,0,Male,43,163,blonde,False
D,3031,0,Male,80,176,brown,True
B,3032,0,Male,42,200,blonde,False
A,3033,0,Male,24,170,brown,False
B,3034,0,Male,35,215,blonde,False
C,3035,0,Male,38,159,blonde,False
D,3036,0,Male,79,170,blonde,True
B,3037,0,Male,45,215,blonde,False
A,3038,0,Male,18,177,blonde,False
B,3039,0,Male,35,213,brown,False
C,3040,0,Male,36,159,blonde,False
D,3041,0,Male,67,179,brown,True
B,3042,0,Male,43,212,blonde,False
C,3043,0,Male,34,160,blonde,False
D,3044,0,Male,65,173,blonde,True
B,3045,0,Male,37,202,blonde,False
A,3046,0,Male,19,178,blonde,False
C,3047,0,Male,36,155,blonde,False
D,3048,0,Male,78,167,brown,True
D,3049,0,Male,66,167,blonde,True
B,3050,0,Male,35,202,brown,False
C,3051,0,Male,43,164,blonde,False
D,3052,0,Male,77,175,brown,True
B,3053,0,Male,42,200,brown,False
C,3054,0,Male,40,159,brown,False
D,3055,0,Male,80,166,brown,True
B,3056,0,Male,45,200,brown,False
C,3057,0,Male,36,158,blonde,False
D,3058,0,Male,74,172,blonde,True
D,3059,0,Male,71,172,brown,True
B,3060,0,Male,45,213,blonde,False
C,3061,0,Male,32,163,blonde,False
D,3062,0,Male,70,168,blonde,True
D,3063,0,Male,77,171,brown,True
D,3064,0,Male,80,171,blonde,True
B,3065,0,Male,33,209,blonde,False
C,3066,0,Male,44,164,blonde,False
A,3067,0,Male,22,173,brown,False
B,3068,0,Male,40,217,brown,False
A,3069,0,Male,24,180,brown,False
B,3070,0,Male,43,208,brown,False
C,3071,0,Male,38,156,blonde,False
D,3072,0,Male,80,167,blonde,True
D,3073,0,Male,75,176,blonde,True
B,3074,0,Male,38,208,brown,False
A,3075,0,Male,18,174,brown,False
C,3076,0,Male,41,155,brown,False
D,3077,0,Male,69,180,blonde,True
B,3078,0,Male,45,213,blonde,False
C,3079,0,Male,43,158,brown,False
D,3080,0,Male,73,167,brown,True
D,3081,0,Male,70,173,blonde,True
B,3082,0,Male,37,201,blonde,False
A,3083,0,Male,18,178,brown,False
C,3084,0,Male,37,155,blonde,False
D,3085,0,Male,69,176,brown,True
D,3086,0,Male,78,165,brown,True
D,3087,0,Male,67,176,brown,True
B,3088,0,Male,34,214,blonde,False
C,3089,0,Male,44,164,brown,False
D,3090,0,Male,69,179,brown,True
B,3091,0,Male,39,217,brown,False
A,3092,0,Male,23,171,brown,False
C,3093,0,Male,37,155,brown,False
D,3094,0,Male,78,169,brown,True
B,3095,0,Male,45,210,blonde,False
C,3096,0,Male,33,158,blonde,False
D,3097,0,Male,78,166,brown,True
B,3098,0,Male,42,210,brown,False
A,3099,0,Male,21,180,blonde,False
B,3100,0,Male,32,200,brown,False
A,3101,0,Male,20,178,blonde,False
B,3102,0,Male,38,207,blonde,False
C,3103,0,Male,41,156,brown,False
D,3104,0,Male,65,177,brown,True
B,3105,0,Male,43,211,brown,False
C,3106,0,Male,34,160,brown,False
D,3107,0,Male,68,178,brown,True
B,3108,0,Male,36,210,blonde,False
C,3109,0,Male,41,157,brown,False
D,3110,0,Male,72,171,blonde,True
B,3111,0,Male,39,205,blonde,False
C,3112,0,Male,42,164,blonde,False
D,3113,0,Male,76,166,brown,True
B,3114,0,Male,35,205,blonde,False
A,3115,0,Male,24,175,brown,False
C,3116,0,Male,41,156,brown,False
D,3117,0,Male,65,166,brown,True
B,3118,0,Male,33,203,brown,False
A,3119,0,Male,23,177,brown,False
B,3120,0,Male,36,219,blonde,False
A,3121,0,Male,19,173,blonde,False
B,3122,0,Male,42,217,blonde,False
A,3123,0,Male,24,180,blonde,False
B,3124,0,Male,44,216,blonde,False
A,3125,0,Male,16,167,blonde,False
B,3126,0,Male,42,211,brown,False
A,3127,0,Male,23,168,brown,False
B,3128,0,Male,34,217,brown,False
A,3129,0,Male,18,176,brown,False
B,3130,0,Male,34,202,brown,False
C,3131,0,Male,45,155,brown,False
D,3132,0,Male,77,167,blonde,True
B,3133,0,Male,44,214,blonde,False
A,3134,0,Male,17,169,brown,False
B,3135,0,Male,34,218,blonde,False
A,3136,0,Male,17,166,brown,False
B,3137,0,Male,37,210,blonde,False
C,3138,0,Male,37,161,brown,False
D,3139,0,Male,68,166,blonde,True
B,3140,0,Male,33,205,brown,False
A,3141,0,Male,16,180,brown,False
B,3142,0,Male,40,204,blonde,False
A,3143,0,Male,18,177,blonde,False
C,3144,0,Male,33,163,blonde,False
D,3145,0,Male,72,165,blonde,True
B,3146,0,Male,42,202,blonde,False
C,3147,0,Male,44,164,brown,False
D,3148,0,Male,71,176,blonde,True
B,3149,0,Male,37,204,brown,False
A,3150,0,Male,19,166,brown,False
B,3151,0,Male,33,218,blonde,False
A,3152,0,Male,25,175,brown,False
B,3153,0,Male,34,216,blonde,False
A,3154,0,Male,23,176,blonde,False
B,3155,0,Male,32,205,brown,False
C,3156,0,Male,37,160,blonde,False
D,3157,0,Male,73,178,brown,True
D,3158,0,Male,75,165,brown,True
B,3159,0,Male,44,209,blonde,False
A,3160,0,Male,20,171,blonde,False
B,3161,0,Male,45,215,brown,False
A,3162,0,Male,23,165,blonde,False
B,3163,0,Male,37,207,blonde,False
A,3164,0,Male,22,171,brown,False
B,3165,0,Male,33,205,brown,False
C,3166,0,Male,45,156,brown,False
D,3167,0,Male,70,169,brown,True
B,3168,0,Male,38,212,brown,False
A,3169,0,Male,19,167,blonde,False
B,3170,0,Male,38,210,brown,False
C,3171,0,Male,39,161,brown,False
D,3172,0,Male,76,177,brown,True
D,3173,0,Male,77,172,blonde,True
B,3174,0,Male,33,209,brown,False
A,3175,0,Male,24,166,brown,False
B,3176,0,Male,36,210,brown,False
A,3177,0,Male,17,169,blonde,False
C,3178,0,Male,41,156,brown,False
D,3179,0,Male,72,165,brown,True
B,3180,0,Male,35,209,blonde,False
A,3181,0,Male,22,178,brown,False
B,3182,0,Male,33,200,blonde,False
A,3183,0,Male,20,165,blonde,False
B,3184,0,Male,45,216,brown,False
C,3185,0,Male,45,157,blonde,False
D,3186,0,Male,71,172,brown,True
B,3187,0,Male,44,202,blonde,False
A,3188,0,Male,19,179,blonde,False
B,3189,0,Male,32,215,blonde,False
C,3190,0,Male,44,160,brown,False
D,3191,0,Male,77,175,brown,True
D,3192,0,Male,69,165,blonde,True
B,3193,0,Male,45,213,blonde,False
A,3194,0,Male,17,173,blonde,False
B,3195,0,Male,41,209,brown,False
A,3196,0,Male,22,171,brown,False
C,3197,0,Male,35,156,brown,False
D,3198,0,Male,66,167,brown,True
B,3199,0,Male,37,209,blonde,False
C,3200,0,Male,45,157,blonde,False
D,3201,0,Male,72,167,brown,True
B,3202,0,Male,32,207,blonde,False
C,3203,0,Male,38,164,brown,False
D,3204,0,Male,75,168,brown,True
B,3205,0,Male,41,202,brown,False
A,3206,0,Male,23,166,blonde,False
B,3207,0,Male,34,215,brown,False
C,3208,0,Male,44,159,blonde,False
D,3209,0,Male,78,174,blonde,True
D,3210,0,Male,67,168,brown,True
D,3211,0,Male,65,174,blonde,True
D,3212,0,Male,69,177,blonde,True
B,3213,0,Male,35,203,brown,False
A,3214,0,Male,18,171,blonde,False
B,3215,0,Male,39,211,blonde,False
A,3216,0,Male,16,177,blonde,False
B,3217,0,Male,45,213,brown,False
A,3218,0,Male,20,175,blonde,False
B,3219,0,Male,35,211,blonde,False
C,3220,0,Male,37,155,blonde,False
D,3221,0,Male,77,167,blonde,True
B,3222,0,Male,40,202,brown,False
A,3223,0,Male,16,177,blonde,False
B,3224,0,Male,41,216,brown,False
C,3225,0,Male,38,156,brown,False
D,3226,0,Male,71,180,blonde,True
B,3227,0,Male,32,202,blonde,False
C,3228,0,Male,40,157,brown,False
D,3229,0,Male,79,172,blonde,True
D,3230,0,Male,77,180,blonde,True
B,3231,0,Male,36,208,brown,False
A,3232,0,Male,17,177,brown,False
B,3233,0,Male,41,203,blonde,False
A,3234,0,Male,18,174,blonde,False
B,3235,0,Male,39,218,blonde,False
C,3236,0,Male,35,162,blonde,False
D,3237,0,Male,71,171,brown,True
B,3238,0,Male,38,208,blonde,False
A,3239,0,Male,20,180,blonde,False
B,3240,0,Male,42,215,blonde,False
C,3241,0,Male,32,160,blonde,False
D,3242,0,Male,80,177,blonde,True
B,3243,0,Male,39,201,blonde,False
A,3244,0,Male,23,172,blonde,False
B,3245,0,Male,45,219,blonde,False
C,3246,0,Male,43,161,blonde,False
A,3247,0,Male,19,180,blonde,False
B,3248,0,Male,40,217,brown,False
C,3249,0,Male,42,160,brown,False
D,3250,0,Male,67,166,brown,True
D,3251,0,Male,72,168,blonde,True
B,3252,0,Male,40,214,blonde,False
A,3253,0,Male,20,168,blonde,False
B,3254,0,Male,42,210,blonde,False
C,3255,0,Male,36,157,blonde,False
D,3256,0,Male,75,177,brown,True
B,3257,0,Male,41,219,brown,False
A,3258,0,Male,17,168,brown,False
B,3259,0,Male,37,206,blonde,False
C,3260,0,Male,33,163,brown,False
D,3261,0,Male,71,175,brown,True
D,3262,0,Male,79,175,brown,True
D,3263,0,Male,77,180,blonde,True
B,3264,0,Male,38,217,brown,False
C,3265,0,Male,43,158,blonde,False
D,3266,0,Male,69,169,brown,True
D,3267,0,Male,80,176,brown,True
B,3268,0,Male,36,209,blonde,False
C,3269,0,Male,39,160,brown,False
A,3270,0,Male,25,172,brown,False
C,3271,0,Male,32,157,blonde,False
D,3272,0,Male,67,176,brown,True
B,3273,0,Male,34,206,blonde,False
A,3274,0,Male,22,175,brown,False
C,3275,0,Male,41,160,blonde,False
A,3276,0,Male,22,165,blonde,False
B,3277,0,Male,44,203,blonde,False
A,3278,0,Male,23,165,blonde,False
B,3279,0,Male,40,207,brown,False
A,3280,0,Male,21,176,brown,False
B,3281,0,Male,40,211,brown,False
A,3282,0,Male,25,172,blonde,False
B,3283,0,Male,36,209,blonde,False
A,3284,0,Male,16,171,brown,False
B,3285,0,Male,36,214,blonde,False
A,3286,0,Male,18,168,blonde,False
B,3287,0,Male,34,212,brown,False
C,3288,0,Male,38,155,brown,False
D,3289,0,Male,74,177,blonde,True
B,3290,0,Male,34,206,brown,False
C,3291,0,Male,38,164,blonde,False
D,3292,0,Male,74,176,brown,True
B,3293,0,Male,40,213,brown,False
A,3294,0,Male,21,165,brown,False
B,3295,0,Male,32,209,brown,False
C,3296,0,Male,43,161,blonde,False
D,3297,0,Male,69,168,blonde,True
B,3298,0,Male,44,212,blonde,False
A,3299,0,Male,20,180,blonde,False
C,3300,0,Male,36,159,blonde,False
D,3301,0,Male,72,176,blonde,True
B,3302,0,Male,32,219,brown,False
A,3303,0,Male,20,180,brown,False
C,3304,0,Male,40,161,brown,False
D,3305,0,Male,76,168,blonde,True
B,3306,0,Male,43,204,brown,False
C,3307,0,Male,44,156,blonde,False
D,3308,0,Male,71,173,brown,True
B,3309,0,Male,41,215,blonde,False
A,3310,0,Male,22,165,brown,False
B,3311,0,Male,33,214,brown,False
A,3312,0,Male,19,175,brown,False
C,3313,0,Male,38,162,blonde,False
D,3314,0,Male,73,176,blonde,True
B,3315,0,Male,39,210,brown,False
A,3316,0,Male,25,171,blonde,False
B,3317,0,Male,41,202,blonde,False
A,3318,0,Male,21,173,blonde,False
B,3319,0,Male,35,215,brown,False
C,3320,0,Male,45,161,brown,False
A,3321,0,Male,24,169,brown,False
B,3322,0,Male,44,204,blonde,False
C,3323,0,Male,42,163,brown,False
D,3324,0,Male,71,176,brown,True
D,3325,0,Male,74,167,brown,True
B,3326,0,Male,45,217,blonde,False
C,3327,0,Male,40,161,blonde,False
D,3328,0,Male,73,170,blonde,True
B,3329,0,Male,35,205,blonde,False
A,3330,0,Male,19,174,brown,False
C,3331,0,Male,32,163,blonde,False
D,3332,0,Male,78,174,brown,True
B,3333,0,Male,44,203,blonde,False
A,3334,0,Male,22,167,blonde,False
B,3335,0,Male,42,200,brown,False
A,3336,0,Male,25,172,blonde,False
C,3337,0,Male,38,161,brown,False
D,3338,0,Male,77,178,brown,True
D,3339,0,Male,67,169,brown,True
B,3340,0,Male,33,203,brown,False
C,3341,0,Male,39,159,brown,False
